pair_id,variant,actual_person,subject,prefix_text,target_form,layer,correct_candidate_form,correct_candidate_type,correct_candidate_tokens,correct_candidate_token_ids,correct_score_sum,best_wrong_score_sum,person_margin_sum,correct_form_rank_sum,best_wrong_person_sum,best_wrong_form_sum,selected_person_sum,selected_form_sum,selected_is_correct_sum,correct_score_mean,best_wrong_score_mean,person_margin_mean,correct_form_rank_mean,best_wrong_person_mean,best_wrong_form_mean,selected_person_mean,selected_form_mean,selected_is_correct_mean,condition,condition_label,cue_type
phase1_ambiguous_prodrop_1p,ambiguous_prodrop,1p,,Her gün okula ,gidiyoruz,10,gidiyoruz,A_merged,gidiyoruz,19015,-5.087337493896484,-3.3733222484588623,-1.714015245437622,3,3s,gidiyor,3s,gidiyor,False,-5.087337493896484,-2.6417042016983032,-2.445633292198181,5,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1p,ambiguous_prodrop,1p,,Her gün okula ,gidiyoruz,11,gidiyoruz,A_merged,gidiyoruz,19015,-3.9021477699279785,-2.9341702461242676,-0.9679775238037109,3,1s,gidiyorum,1s,gidiyorum,False,-3.9021477699279785,-2.5059025287628174,-1.3962452411651611,5,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,1s,,Her gün okula ,gidiyorum,0,gidiyorum,A_merged,gidiyorum,23301,-643.226806640625,-640.9400634765625,-2.2867431640625,2,3s,gidiyor,3s,gidiyor,False,-643.226806640625,-364.88113021850586,-278.34567642211914,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,1s,,Her gün okula ,gidiyorum,1,gidiyorum,A_merged,gidiyorum,23301,-487.8515625,-484.4312744140625,-3.4202880859375,5,3s,gidiyor,3s,gidiyor,False,-487.8515625,-242.622019469738,-245.229543030262,5,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,1s,,Her gün okula ,gidiyorum,2,gidiyorum,A_merged,gidiyorum,23301,-177.69117736816406,-174.76602172851562,-2.9251556396484375,4,3s,gidiyor,3s,gidiyor,False,-177.69117736816406,-87.9318078160286,-89.75936955213547,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,1s,,Her gün okula ,gidiyorum,3,gidiyorum,A_merged,gidiyorum,23301,-210.47549438476562,-208.4141387939453,-2.0613555908203125,3,3s,gidiyor,3s,gidiyor,False,-210.47549438476562,-105.02284646034241,-105.45264792442322,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,1s,,Her gün okula ,gidiyorum,4,gidiyorum,A_merged,gidiyorum,23301,-174.36753845214844,-171.9226531982422,-2.44488525390625,3,3s,gidiyor,3s,gidiyor,False,-174.36753845214844,-86.7762861251831,-87.59125232696533,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,1s,,Her gün okula ,gidiyorum,5,gidiyorum,A_merged,gidiyorum,23301,-8.252352714538574,-5.374414443969727,-2.8779382705688477,2,3s,gidiyor,3s,gidiyor,False,-8.252352714538574,-4.182619571685791,-4.069733142852783,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,1s,,Her gün okula ,gidiyorum,6,gidiyorum,A_merged,gidiyorum,23301,-7.465579986572266,-5.721663475036621,-1.7439165115356445,2,3s,gidiyor,3s,gidiyor,False,-7.465579986572266,-3.9558191299438477,-3.509760856628418,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,1s,,Her gün okula ,gidiyorum,7,gidiyorum,A_merged,gidiyorum,23301,-7.0218048095703125,-5.715874195098877,-1.3059306144714355,3,3s,gidiyor,3s,gidiyor,False,-7.0218048095703125,-3.306326746940613,-3.7154780626296997,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,1s,,Her gün okula ,gidiyorum,8,gidiyorum,A_merged,gidiyorum,23301,-6.035080909729004,-4.832283973693848,-1.2027969360351562,3,3s,gidiyor,3s,gidiyor,False,-6.035080909729004,-2.975569009780884,-3.05951189994812,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,1s,,Her gün okula ,gidiyorum,9,gidiyorum,A_merged,gidiyorum,23301,-3.996286392211914,-3.2749743461608887,-0.7213120460510254,2,3s,gidiyor,3s,gidiyor,False,-3.996286392211914,-2.113788992166519,-1.882497400045395,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,1s,,Her gün okula ,gidiyorum,10,gidiyorum,A_merged,gidiyorum,23301,-3.5905520915985107,-3.3733222484588623,-0.21722984313964844,2,3s,gidiyor,3s,gidiyor,False,-3.5905520915985107,-2.6417042016983032,-0.9488478899002075,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,1s,,Her gün okula ,gidiyorum,11,gidiyorum,A_merged,gidiyorum,23301,-2.9341702461242676,-3.014890193939209,0.0807199478149414,1,3s,gidiyor,1s,gidiyorum,True,-2.9341702461242676,-2.5059025287628174,-0.4282677173614502,2,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_2p,ambiguous_prodrop,2p,,Her gün okula ,gidiyorsunuz,0,gidiyorsunuz,B_suffix_split,gidiyor | sunuz,6215 | 1711,-729.7622604370117,-640.9400634765625,-88.82219696044922,5,3s,gidiyor,3s,gidiyor,False,-364.88113021850586,-365.33393478393555,0.4528045654296875,1,2s,gidiyorsun,2p,gidiyorsunuz,True,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_2p,ambiguous_prodrop,2p,,Her gün okula ,gidiyorsunuz,1,gidiyorsunuz,B_suffix_split,gidiyor | sunuz,6215 | 1711,-485.244038939476,-484.4312744140625,-0.8127645254135132,2,3s,gidiyor,3s,gidiyor,False,-242.622019469738,-243.23843121528625,0.6164117455482483,1,2s,gidiyorsun,2p,gidiyorsunuz,True,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_2p,ambiguous_prodrop,2p,,Her gün okula ,gidiyorsunuz,2,gidiyorsunuz,B_suffix_split,gidiyor | sunuz,6215 | 1711,-175.8636156320572,-174.76602172851562,-1.097593903541565,2,3s,gidiyor,3s,gidiyor,False,-87.9318078160286,-88.25166684389114,0.31985902786254883,1,2s,gidiyorsun,2p,gidiyorsunuz,True,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_2p,ambiguous_prodrop,2p,,Her gün okula ,gidiyorsunuz,3,gidiyorsunuz,B_suffix_split,gidiyor | sunuz,6215 | 1711,-210.04569292068481,-208.4141387939453,-1.631554126739502,2,3s,gidiyor,3s,gidiyor,False,-105.02284646034241,-105.23791861534119,0.2150721549987793,1,2s,gidiyorsun,2p,gidiyorsunuz,True,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_2p,ambiguous_prodrop,2p,,Her gün okula ,gidiyorsunuz,4,gidiyorsunuz,B_suffix_split,gidiyor | sunuz,6215 | 1711,-173.5525722503662,-171.9226531982422,-1.6299190521240234,2,3s,gidiyor,3s,gidiyor,False,-86.7762861251831,-87.21417951583862,0.4378933906555176,1,2s,gidiyorsun,2p,gidiyorsunuz,True,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_2p,ambiguous_prodrop,2p,,Her gün okula ,gidiyorsunuz,5,gidiyorsunuz,B_suffix_split,gidiyor | sunuz,6215 | 1711,-8.365239143371582,-5.374414443969727,-2.9908246994018555,3,3s,gidiyor,3s,gidiyor,False,-4.182619571685791,-4.522101640701294,0.33948206901550293,1,2s,gidiyorsun,2p,gidiyorsunuz,True,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_2p,ambiguous_prodrop,2p,,Her gün okula ,gidiyorsunuz,6,gidiyorsunuz,B_suffix_split,gidiyor | sunuz,6215 | 1711,-7.911638259887695,-5.721663475036621,-2.189974784851074,3,3s,gidiyor,3s,gidiyor,False,-3.9558191299438477,-4.827549934387207,0.8717308044433594,1,2s,gidiyorsun,2p,gidiyorsunuz,True,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_2p,ambiguous_prodrop,2p,,Her gün okula ,gidiyorsunuz,7,gidiyorsunuz,B_suffix_split,gidiyor | sunuz,6215 | 1711,-6.612653493881226,-5.715874195098877,-0.8967792987823486,2,3s,gidiyor,3s,gidiyor,False,-3.306326746940613,-4.496170401573181,1.1898436546325684,1,2s,gidiyorsun,2p,gidiyorsunuz,True,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_2p,ambiguous_prodrop,2p,,Her gün okula ,gidiyorsunuz,8,gidiyorsunuz,B_suffix_split,gidiyor | sunuz,6215 | 1711,-5.951138019561768,-4.832283973693848,-1.11885404586792,2,3s,gidiyor,3s,gidiyor,False,-2.975569009780884,-3.733734369277954,0.7581653594970703,1,2s,gidiyorsun,2p,gidiyorsunuz,True,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_2p,ambiguous_prodrop,2p,,Her gün okula ,gidiyorsunuz,9,gidiyorsunuz,B_suffix_split,gidiyor | sunuz,6215 | 1711,-4.227577984333038,-3.2749743461608887,-0.9526036381721497,3,3s,gidiyor,3s,gidiyor,False,-2.113788992166519,-2.959218382835388,0.845429390668869,1,2s,gidiyorsun,2p,gidiyorsunuz,True,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_2p,ambiguous_prodrop,2p,,Her gün okula ,gidiyorsunuz,10,gidiyorsunuz,B_suffix_split,gidiyor | sunuz,6215 | 1711,-5.2834084033966064,-3.3733222484588623,-1.9100861549377441,4,3s,gidiyor,3s,gidiyor,False,-2.6417042016983032,-2.938485264778137,0.296781063079834,1,2s,gidiyorsun,2p,gidiyorsunuz,True,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_2p,ambiguous_prodrop,2p,,Her gün okula ,gidiyorsunuz,11,gidiyorsunuz,B_suffix_split,gidiyor | sunuz,6215 | 1711,-5.011805057525635,-2.9341702461242676,-2.077634811401367,5,1s,gidiyorum,1s,gidiyorum,False,-2.5059025287628174,-2.9341702461242676,0.4282677173614502,1,1s,gidiyorum,2p,gidiyorsunuz,True,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_2s,ambiguous_prodrop,2s,,Her gün okula ,gidiyorsun,0,gidiyorsun,B_suffix_split,gidiyor | sun,6215 | 833,-730.6678695678711,-640.9400634765625,-89.7278060913086,6,3s,gidiyor,3s,gidiyor,False,-365.33393478393555,-364.88113021850586,-0.4528045654296875,2,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_2s,ambiguous_prodrop,2s,,Her gün okula ,gidiyorsun,1,gidiyorsun,B_suffix_split,gidiyor | sun,6215 | 833,-486.4768624305725,-484.4312744140625,-2.0455880165100098,3,3s,gidiyor,3s,gidiyor,False,-243.23843121528625,-242.622019469738,-0.6164117455482483,2,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_2s,ambiguous_prodrop,2s,,Her gün okula ,gidiyorsun,2,gidiyorsun,B_suffix_split,gidiyor | sun,6215 | 833,-176.5033336877823,-174.76602172851562,-1.7373119592666626,3,3s,gidiyor,3s,gidiyor,False,-88.25166684389114,-87.9318078160286,-0.31985902786254883,2,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_2s,ambiguous_prodrop,2s,,Her gün okula ,gidiyorsun,3,gidiyorsun,B_suffix_split,gidiyor | sun,6215 | 833,-210.47583723068237,-208.4141387939453,-2.0616984367370605,4,3s,gidiyor,3s,gidiyor,False,-105.23791861534119,-105.02284646034241,-0.2150721549987793,2,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_2s,ambiguous_prodrop,2s,,Her gün okula ,gidiyorsun,4,gidiyorsun,B_suffix_split,gidiyor | sun,6215 | 833,-174.42835903167725,-171.9226531982422,-2.5057058334350586,4,3s,gidiyor,3s,gidiyor,False,-87.21417951583862,-86.7762861251831,-0.4378933906555176,2,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_2s,ambiguous_prodrop,2s,,Her gün okula ,gidiyorsun,5,gidiyorsun,B_suffix_split,gidiyor | sun,6215 | 833,-9.044203281402588,-5.374414443969727,-3.6697888374328613,5,3s,gidiyor,3s,gidiyor,False,-4.522101640701294,-4.182619571685791,-0.33948206901550293,2,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_2s,ambiguous_prodrop,2s,,Her gün okula ,gidiyorsun,6,gidiyorsun,B_suffix_split,gidiyor | sun,6215 | 833,-9.655099868774414,-5.721663475036621,-3.933436393737793,6,3s,gidiyor,3s,gidiyor,False,-4.827549934387207,-3.9558191299438477,-0.8717308044433594,2,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_2s,ambiguous_prodrop,2s,,Her gün okula ,gidiyorsun,7,gidiyorsun,B_suffix_split,gidiyor | sun,6215 | 833,-8.992340803146362,-5.715874195098877,-3.2764666080474854,5,3s,gidiyor,3s,gidiyor,False,-4.496170401573181,-3.306326746940613,-1.1898436546325684,2,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_2s,ambiguous_prodrop,2s,,Her gün okula ,gidiyorsun,8,gidiyorsun,B_suffix_split,gidiyor | sun,6215 | 833,-7.467468738555908,-4.832283973693848,-2.6351847648620605,4,3s,gidiyor,3s,gidiyor,False,-3.733734369277954,-2.975569009780884,-0.7581653594970703,2,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_2s,ambiguous_prodrop,2s,,Her gün okula ,gidiyorsun,9,gidiyorsun,B_suffix_split,gidiyor | sun,6215 | 833,-5.918436765670776,-3.2749743461608887,-2.6434624195098877,4,3s,gidiyor,3s,gidiyor,False,-2.959218382835388,-2.113788992166519,-0.845429390668869,2,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_2s,ambiguous_prodrop,2s,,Her gün okula ,gidiyorsun,10,gidiyorsun,B_suffix_split,gidiyor | sun,6215 | 833,-5.876970529556274,-3.3733222484588623,-2.503648281097412,6,3s,gidiyor,3s,gidiyor,False,-2.938485264778137,-2.6417042016983032,-0.296781063079834,2,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_2s,ambiguous_prodrop,2s,,Her gün okula ,gidiyorsun,11,gidiyorsun,B_suffix_split,gidiyor | sun,6215 | 833,-6.104401588439941,-2.9341702461242676,-3.170231342315674,6,1s,gidiyorum,1s,gidiyorum,False,-3.0522007942199707,-2.5059025287628174,-0.5462982654571533,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_3p,ambiguous_prodrop,3p,,Her gün okula ,gidiyorlar,0,gidiyorlar,A_merged,gidiyorlar,41311,-643.2281494140625,-640.9400634765625,-2.2880859375,3,3s,gidiyor,3s,gidiyor,False,-643.2281494140625,-364.88113021850586,-278.34701919555664,5,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_3p,ambiguous_prodrop,3p,,Her gün okula ,gidiyorlar,1,gidiyorlar,A_merged,gidiyorlar,41311,-487.7298583984375,-484.4312744140625,-3.298583984375,4,3s,gidiyor,3s,gidiyor,False,-487.7298583984375,-242.622019469738,-245.1078389286995,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_3p,ambiguous_prodrop,3p,,Her gün okula ,gidiyorlar,2,gidiyorlar,A_merged,gidiyorlar,41311,-178.99072265625,-174.76602172851562,-4.224700927734375,6,3s,gidiyor,3s,gidiyor,False,-178.99072265625,-87.9318078160286,-91.0589148402214,6,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_3p,ambiguous_prodrop,3p,,Her gün okula ,gidiyorlar,3,gidiyorlar,A_merged,gidiyorlar,41311,-212.66159057617188,-208.4141387939453,-4.2474517822265625,6,3s,gidiyor,3s,gidiyor,False,-212.66159057617188,-105.02284646034241,-107.63874411582947,6,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_3p,ambiguous_prodrop,3p,,Her gün okula ,gidiyorlar,4,gidiyorlar,A_merged,gidiyorlar,41311,-175.74440002441406,-171.9226531982422,-3.821746826171875,6,3s,gidiyor,3s,gidiyor,False,-175.74440002441406,-86.7762861251831,-88.96811389923096,6,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_3p,ambiguous_prodrop,3p,,Her gün okula ,gidiyorlar,5,gidiyorlar,A_merged,gidiyorlar,41311,-9.403136253356934,-5.374414443969727,-4.028721809387207,6,3s,gidiyor,3s,gidiyor,False,-9.403136253356934,-4.182619571685791,-5.220516681671143,6,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_3p,ambiguous_prodrop,3p,,Her gün okula ,gidiyorlar,6,gidiyorlar,A_merged,gidiyorlar,41311,-9.163752555847168,-5.721663475036621,-3.442089080810547,5,3s,gidiyor,3s,gidiyor,False,-9.163752555847168,-3.9558191299438477,-5.20793342590332,6,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_3p,ambiguous_prodrop,3p,,Her gün okula ,gidiyorlar,7,gidiyorlar,A_merged,gidiyorlar,41311,-9.180747985839844,-5.715874195098877,-3.464873790740967,6,3s,gidiyor,3s,gidiyor,False,-9.180747985839844,-3.306326746940613,-5.874421238899231,6,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_3p,ambiguous_prodrop,3p,,Her gün okula ,gidiyorlar,8,gidiyorlar,A_merged,gidiyorlar,41311,-8.304781913757324,-4.832283973693848,-3.4724979400634766,6,3s,gidiyor,3s,gidiyor,False,-8.304781913757324,-2.975569009780884,-5.32921290397644,6,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_3p,ambiguous_prodrop,3p,,Her gün okula ,gidiyorlar,9,gidiyorlar,A_merged,gidiyorlar,41311,-6.825556755065918,-3.2749743461608887,-3.5505824089050293,6,3s,gidiyor,3s,gidiyor,False,-6.825556755065918,-2.113788992166519,-4.711767762899399,6,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_3p,ambiguous_prodrop,3p,,Her gün okula ,gidiyorlar,10,gidiyorlar,A_merged,gidiyorlar,41311,-5.65329647064209,-3.3733222484588623,-2.2799742221832275,5,3s,gidiyor,3s,gidiyor,False,-5.65329647064209,-2.6417042016983032,-3.0115922689437866,6,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_3p,ambiguous_prodrop,3p,,Her gün okula ,gidiyorlar,11,gidiyorlar,A_merged,gidiyorlar,41311,-4.936613082885742,-2.9341702461242676,-2.0024428367614746,4,1s,gidiyorum,1s,gidiyorum,False,-4.936613082885742,-2.5059025287628174,-2.430710554122925,6,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_3s,ambiguous_prodrop,3s,,Her gün okula ,gidiyor,0,gidiyor,A_merged,gidiyor,6215,-640.9400634765625,-643.226806640625,2.2867431640625,1,1s,gidiyorum,3s,gidiyor,True,-640.9400634765625,-364.88113021850586,-276.05893325805664,3,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_3s,ambiguous_prodrop,3s,,Her gün okula ,gidiyor,1,gidiyor,A_merged,gidiyor,6215,-484.4312744140625,-485.244038939476,0.8127645254135132,1,2p,gidiyorsunuz,3s,gidiyor,True,-484.4312744140625,-242.622019469738,-241.8092549443245,3,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_3s,ambiguous_prodrop,3s,,Her gün okula ,gidiyor,2,gidiyor,A_merged,gidiyor,6215,-174.76602172851562,-175.8636156320572,1.097593903541565,1,2p,gidiyorsunuz,3s,gidiyor,True,-174.76602172851562,-87.9318078160286,-86.83421391248703,3,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_3s,ambiguous_prodrop,3s,,Her gün okula ,gidiyor,3,gidiyor,A_merged,gidiyor,6215,-208.4141387939453,-210.04569292068481,1.631554126739502,1,2p,gidiyorsunuz,3s,gidiyor,True,-208.4141387939453,-105.02284646034241,-103.3912923336029,3,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
