pair_id,variant,actual_person,subject,prefix_text,target_form,layer,correct_candidate_form,correct_candidate_type,correct_candidate_tokens,correct_candidate_token_ids,correct_score_sum,best_wrong_score_sum,person_margin_sum,correct_form_rank_sum,best_wrong_person_sum,best_wrong_form_sum,selected_person_sum,selected_form_sum,selected_is_correct_sum,correct_score_mean,best_wrong_score_mean,person_margin_mean,correct_form_rank_mean,best_wrong_person_mean,best_wrong_form_mean,selected_person_mean,selected_form_mean,selected_is_correct_mean,condition,condition_label,cue_type
phase1_control_mixed_token_dinlenmek_1s,control_mixed_token_dinlenmek,1s,,Çok yoruldum. Bu yüzden ,dinleniyorum,10,dinleniyorum,C_multi_split,dinlen | iyorum,10316 | 1066,-10.03719186782837,-12.335177421569824,2.297985553741455,1,3s,dinleniyor,1s,dinleniyorum,True,-5.018595933914185,-5.309422969818115,0.29082703590393066,1,2p,dinleniyorsunuz,1s,dinleniyorum,True,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_1s,control_mixed_token_dinlenmek,1s,,Çok yoruldum. Bu yüzden ,dinleniyorum,11,dinleniyorum,C_multi_split,dinlen | iyorum,10316 | 1066,-10.039994716644287,-11.737567901611328,1.697573184967041,1,3s,dinleniyor,1s,dinleniyorum,True,-5.0199973583221436,-5.248475710550944,0.22847835222880075,1,2p,dinleniyorsunuz,1s,dinleniyorum,True,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_2p,control_mixed_token_dinlenmek,2p,,Çok yoruldunuz. Bu yüzden ,dinleniyorsunuz,0,dinleniyorsunuz,B_suffix_split,din | leniyor | sunuz,1527 | 6567 | 1711,-1493.5363483428955,-982.7266578674316,-510.80969047546387,5,3s,dinleniyor,3s,dinleniyor,False,-497.84544944763184,-491.3633289337158,-6.482120513916016,5,3s,dinleniyor,3s,dinleniyor,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_2p,control_mixed_token_dinlenmek,2p,,Çok yoruldunuz. Bu yüzden ,dinleniyorsunuz,1,dinleniyorsunuz,B_suffix_split,din | leniyor | sunuz,1527 | 6567 | 1711,-866.2006277143955,-863.5403776168823,-2.660250097513199,4,1s,dinleniyorum,1s,dinleniyorum,False,-288.7335425714652,-289.4842092196147,0.7506666481494904,1,2s,dinleniyorsun,2p,dinleniyorsunuz,True,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_2p,control_mixed_token_dinlenmek,2p,,Çok yoruldunuz. Bu yüzden ,dinleniyorsunuz,2,dinleniyorsunuz,B_suffix_split,din | leniyor | sunuz,1527 | 6567 | 1711,-634.5958423614502,-595.2105202674866,-39.38532209396362,5,1s,dinleniyorum,1s,dinleniyorum,False,-211.53194745381674,-212.340363184611,0.8084157307942519,1,2s,dinleniyorsun,2p,dinleniyorsunuz,True,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_2p,control_mixed_token_dinlenmek,2p,,Çok yoruldunuz. Bu yüzden ,dinleniyorsunuz,3,dinleniyorsunuz,B_suffix_split,din | leniyor | sunuz,1527 | 6567 | 1711,-414.6316080093384,-404.8490614891052,-9.782546520233154,5,1s,dinleniyorum,1s,dinleniyorum,False,-138.2105360031128,-139.5492000579834,1.3386640548706055,1,2s,dinleniyorsun,2p,dinleniyorsunuz,True,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_2p,control_mixed_token_dinlenmek,2p,,Çok yoruldunuz. Bu yüzden ,dinleniyorsunuz,4,dinleniyorsunuz,B_suffix_split,din | leniyor | sunuz,1527 | 6567 | 1711,-408.28890910744667,-407.62239933013916,-0.6665097773075104,3,1s,dinleniyorum,1s,dinleniyorum,False,-136.09630303581557,-137.48123582204184,1.3849327862262726,1,2s,dinleniyorsun,2p,dinleniyorsunuz,True,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_2p,control_mixed_token_dinlenmek,2p,,Çok yoruldunuz. Bu yüzden ,dinleniyorsunuz,5,dinleniyorsunuz,B_suffix_split,din | leniyor | sunuz,1527 | 6567 | 1711,-183.28605246543884,-182.44463682174683,-0.8414156436920166,3,3s,dinleniyor,3s,dinleniyor,False,-61.09535082181295,-62.23397636413574,1.1386255423227922,1,2s,dinleniyorsun,2p,dinleniyorsunuz,True,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_2p,control_mixed_token_dinlenmek,2p,,Çok yoruldunuz. Bu yüzden ,dinleniyorsunuz,6,dinleniyorsunuz,B_suffix_split,din | leniyor | sunuz,1527 | 6567 | 1711,-104.03066176176071,-103.24908113479614,-0.7815806269645691,3,3s,dinleniyor,3s,dinleniyor,False,-34.676887253920235,-35.98518753051758,1.3083002765973433,1,2s,dinleniyorsun,2p,dinleniyorsunuz,True,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_2p,control_mixed_token_dinlenmek,2p,,Çok yoruldunuz. Bu yüzden ,dinleniyorsunuz,7,dinleniyorsunuz,B_suffix_split,din | leniyor | sunuz,1527 | 6567 | 1711,-66.7131156027317,-65.98296737670898,-0.7301482260227203,3,1s,dinleniyorum,1s,dinleniyorum,False,-22.23770520091057,-23.744946161905926,1.5072409609953574,1,2s,dinleniyorsun,2p,dinleniyorsunuz,True,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_2p,control_mixed_token_dinlenmek,2p,,Çok yoruldunuz. Bu yüzden ,dinleniyorsunuz,8,dinleniyorsunuz,B_suffix_split,din | leniyor | sunuz,1527 | 6567 | 1711,-66.5720329284668,-66.22421455383301,-0.34781837463378906,3,3s,dinleniyor,3s,dinleniyor,False,-22.190677642822266,-23.655153274536133,1.4644756317138672,1,2s,dinleniyorsun,2p,dinleniyorsunuz,True,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_2p,control_mixed_token_dinlenmek,2p,,Çok yoruldunuz. Bu yüzden ,dinleniyorsunuz,9,dinleniyorsunuz,B_suffix_split,din | leniyor | sunuz,1527 | 6567 | 1711,-18.7926317602396,-18.641267776489258,-0.15136398375034332,2,3s,dinleniyor,3s,dinleniyor,False,-6.264210586746533,-8.276707490285238,2.012496903538705,1,2s,dinleniyorsun,2p,dinleniyorsunuz,True,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_2p,control_mixed_token_dinlenmek,2p,,Çok yoruldunuz. Bu yüzden ,dinleniyorsunuz,10,dinleniyorsunuz,B_suffix_split,din | leniyor | sunuz,1527 | 6567 | 1711,-12.31152430176735,-11.917490482330322,-0.394033819437027,2,3s,dinleniyor,3s,dinleniyor,False,-4.10384143392245,-5.29279899597168,1.1889575620492296,1,2s,dinleniyorsun,2p,dinleniyorsunuz,True,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_2p,control_mixed_token_dinlenmek,2p,,Çok yoruldunuz. Bu yüzden ,dinleniyorsunuz,11,dinleniyorsunuz,B_suffix_split,din | leniyor | sunuz,1527 | 6567 | 1711,-11.874194264411926,-11.00639820098877,-0.8677960634231567,2,3s,dinleniyor,3s,dinleniyor,False,-3.9580647548039756,-5.085519472757976,1.127454717954,1,2s,dinleniyorsun,2p,dinleniyorsunuz,True,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_2s,control_mixed_token_dinlenmek,2s,,Çok yoruldun. Bu yüzden ,dinleniyorsun,0,dinleniyorsun,B_suffix_split,din | leniyor | sun,1527 | 6567 | 833,-1496.6503973007202,-1010.6543321609497,-485.9960651397705,6,3s,dinleniyor,3s,dinleniyor,False,-498.88346576690674,-498.24226093292236,-0.641204833984375,2,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_2s,control_mixed_token_dinlenmek,2s,,Çok yoruldun. Bu yüzden ,dinleniyorsun,1,dinleniyorsun,B_suffix_split,din | leniyor | sun,1527 | 6567 | 833,-845.9593968391418,-841.539957523346,-4.419439315795898,5,1s,dinleniyorum,1s,dinleniyorum,False,-281.9864656130473,-281.2848350207011,-0.7016305923461914,2,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_2s,control_mixed_token_dinlenmek,2s,,Çok yoruldun. Bu yüzden ,dinleniyorsun,2,dinleniyorsun,B_suffix_split,din | leniyor | sun,1527 | 6567 | 833,-597.3572282791138,-567.1849231719971,-30.1723051071167,6,1s,dinleniyorum,1s,dinleniyorum,False,-199.11907609303793,-198.54188632965088,-0.5771897633870537,2,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_2s,control_mixed_token_dinlenmek,2s,,Çok yoruldun. Bu yüzden ,dinleniyorsun,3,dinleniyorsun,B_suffix_split,din | leniyor | sun,1527 | 6567 | 833,-420.7865400314331,-402.3767728805542,-18.409767150878906,6,1s,dinleniyorum,1s,dinleniyorum,False,-140.2621800104777,-139.3381611506144,-0.9240188598632812,2,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_2s,control_mixed_token_dinlenmek,2s,,Çok yoruldun. Bu yüzden ,dinleniyorsun,4,dinleniyorsun,B_suffix_split,din | leniyor | sun,1527 | 6567 | 833,-368.9488790035248,-364.61748456954956,-4.33139443397522,6,1s,dinleniyorum,1s,dinleniyorum,False,-122.9829596678416,-121.96519366900127,-1.017765998840332,2,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_2s,control_mixed_token_dinlenmek,2s,,Çok yoruldun. Bu yüzden ,dinleniyorsun,5,dinleniyorsun,B_suffix_split,din | leniyor | sun,1527 | 6567 | 833,-160.06805849075317,-155.8533787727356,-4.214679718017578,6,1s,dinleniyorum,1s,dinleniyorum,False,-53.356019496917725,-52.56869391600291,-0.7873255809148176,2,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_2s,control_mixed_token_dinlenmek,2s,,Çok yoruldun. Bu yüzden ,dinleniyorsun,6,dinleniyorsun,B_suffix_split,din | leniyor | sun,1527 | 6567 | 833,-110.09774160385132,-106.48075580596924,-3.61698579788208,5,3s,dinleniyor,3s,dinleniyor,False,-36.699247201283775,-35.89553248882294,-0.8037147124608381,2,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_2s,control_mixed_token_dinlenmek,2s,,Çok yoruldun. Bu yüzden ,dinleniyorsun,7,dinleniyorsun,B_suffix_split,din | leniyor | sun,1527 | 6567 | 833,-21.213797092437744,-17.742104053497314,-3.4716930389404297,5,1s,dinleniyorum,1s,dinleniyorum,False,-7.071265697479248,-6.259678324063619,-0.8115873734156294,2,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_2s,control_mixed_token_dinlenmek,2s,,Çok yoruldun. Bu yüzden ,dinleniyorsun,8,dinleniyorsun,B_suffix_split,din | leniyor | sun,1527 | 6567 | 833,-52.508084177970886,-51.0530309677124,-1.4550532102584839,3,1s,dinleniyorum,1s,dinleniyorum,False,-17.502694725990295,-17.55975878238678,0.057064056396484375,1,2p,dinleniyorsunuz,2s,dinleniyorsun,True,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_2s,control_mixed_token_dinlenmek,2s,,Çok yoruldun. Bu yüzden ,dinleniyorsun,9,dinleniyorsun,B_suffix_split,din | leniyor | sun,1527 | 6567 | 833,-18.355162262916565,-17.38940143585205,-0.9657608270645142,2,3s,dinleniyor,3s,dinleniyor,False,-6.118387420972188,-6.356079618136088,0.23769219716390033,1,2p,dinleniyorsunuz,2s,dinleniyorsun,True,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_2s,control_mixed_token_dinlenmek,2s,,Çok yoruldun. Bu yüzden ,dinleniyorsun,10,dinleniyorsun,B_suffix_split,din | leniyor | sun,1527 | 6567 | 833,-10.60820260643959,-10.34559965133667,-0.26260295510292053,2,3s,dinleniyor,3s,dinleniyor,False,-3.5360675354798636,-4.612128178278605,1.0760606427987418,1,2p,dinleniyorsunuz,2s,dinleniyorsun,True,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_2s,control_mixed_token_dinlenmek,2s,,Çok yoruldun. Bu yüzden ,dinleniyorsun,11,dinleniyorsun,B_suffix_split,din | leniyor | sun,1527 | 6567 | 833,-10.435643434524536,-9.793262481689453,-0.642380952835083,2,3s,dinleniyor,3s,dinleniyor,False,-3.4785478115081787,-4.546199083328247,1.0676512718200684,1,2p,dinleniyorsunuz,2s,dinleniyorsun,True,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_3p,control_mixed_token_dinlenmek,3p,,Çok yoruldular. Bu yüzden ,dinleniyorlar,0,dinleniyorlar,C_multi_split,dinlen | iyorlar,10316 | 4880,-980.0967407226562,-974.8405447006226,-5.256196022033691,4,3s,dinleniyor,3s,dinleniyor,False,-490.0483703613281,-470.38669808705646,-19.661672274271666,6,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_3p,control_mixed_token_dinlenmek,3p,,Çok yoruldular. Bu yüzden ,dinleniyorlar,1,dinleniyorlar,C_multi_split,dinlen | iyorlar,10316 | 4880,-889.6212339401245,-884.2628536224365,-5.358380317687988,6,1s,dinleniyorum,1s,dinleniyorum,False,-444.81061697006226,-295.2299470802148,-149.58066988984746,6,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_3p,control_mixed_token_dinlenmek,3p,,Çok yoruldular. Bu yüzden ,dinleniyorlar,2,dinleniyorlar,C_multi_split,dinlen | iyorlar,10316 | 4880,-616.2038974761963,-611.6028385162354,-4.6010589599609375,6,1s,dinleniyorum,1s,dinleniyorum,False,-308.10194873809814,-204.29791403810182,-103.80403469999632,6,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
phase1_control_mixed_token_dinlenmek_3p,control_mixed_token_dinlenmek,3p,,Çok yoruldular. Bu yüzden ,dinleniyorlar,3,dinleniyorlar,C_multi_split,dinlen | iyorlar,10316 | 4880,-497.5409460067749,-494.0819253921509,-3.4590206146240234,5,1s,dinleniyorum,1s,dinleniyorum,False,-248.77047300338745,-165.18420219421387,-83.58627080917358,6,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
