pair_id,variant,actual_person,candidate_person,is_correct,subject,prefix_text,target_form,candidate_form,candidate_text,candidate_type,candidate_n_tokens,candidate_tokens,candidate_token_ids,verb_start,verb_end,candidate_token_positions,candidate_read_positions,sentence_tokens,sentence_token_ids,layer,sequence_log_prob_sum,sequence_log_prob_mean,sequence_logit_sum,sequence_logit_mean,token_log_probs,token_logits,token_vocab_ranks,first_token_id,first_token,first_token_vocab_rank,candidate_rank_sum,candidate_rank_mean,condition
pilot_gitmek_simdiki_1s,overt,1s,2s,False,Ben,Ben her gün okula ,gidiyorum,gidiyorsun,Ben her gün okula gidiyorsun,B_suffix_split,2,gidiyor | sun,6215 | 833,4,5,4 | 5,3 | 4,Ben |  her |  gün |  okula |  gidiyor | sun,2524 | 556 | 543 | 9735 | 6215 | 833,0,-697.6797637939453,-348.83988189697266,16.652283191680908,8.326141595840454,-560.304688 | -137.375076,6.683121 | 9.969162,42 | 5,6215,gidiyor,42,6,2,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,2s,False,Ben,Ben her gün okula ,gidiyorum,gidiyorsun,Ben her gün okula gidiyorsun,B_suffix_split,2,gidiyor | sun,6215 | 833,4,5,4 | 5,3 | 4,Ben |  her |  gün |  okula |  gidiyor | sun,2524 | 556 | 543 | 9735 | 6215 | 833,1,-310.2706433534622,-155.1353216767311,17.568411827087402,8.784205913543701,-308.401855 | -1.868788,6.323655 | 11.244757,34 | 3,6215,gidiyor,34,3,2,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,2s,False,Ben,Ben her gün okula ,gidiyorum,gidiyorsun,Ben her gün okula gidiyorsun,B_suffix_split,2,gidiyor | sun,6215 | 833,4,5,4 | 5,3 | 4,Ben |  her |  gün |  okula |  gidiyor | sun,2524 | 556 | 543 | 9735 | 6215 | 833,2,-30.528727054595947,-15.264363527297974,16.041946411132812,8.020973205566406,-28.930412 | -1.598315,5.293591 | 10.748356,60 | 2,6215,gidiyor,60,3,2,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,2s,False,Ben,Ben her gün okula ,gidiyorum,gidiyorsun,Ben her gün okula gidiyorsun,B_suffix_split,2,gidiyor | sun,6215 | 833,4,5,4 | 5,3 | 4,Ben |  her |  gün |  okula |  gidiyor | sun,2524 | 556 | 543 | 9735 | 6215 | 833,3,-118.9133563041687,-59.45667815208435,15.130612850189209,7.5653064250946045,-116.694901 | -2.218456,5.539217 | 9.591395,32 | 4,6215,gidiyor,32,4,2,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,2s,False,Ben,Ben her gün okula ,gidiyorum,gidiyorsun,Ben her gün okula gidiyorsun,B_suffix_split,2,gidiyor | sun,6215 | 833,4,5,4 | 5,3 | 4,Ben |  her |  gün |  okula |  gidiyor | sun,2524 | 556 | 543 | 9735 | 6215 | 833,4,-72.19168543815613,-36.095842719078064,14.96885347366333,7.484426736831665,-69.556374 | -2.635312,5.620642 | 9.348211,30 | 6,6215,gidiyor,30,4,2,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,2s,False,Ben,Ben her gün okula ,gidiyorum,gidiyorsun,Ben her gün okula gidiyorsun,B_suffix_split,2,gidiyor | sun,6215 | 833,4,5,4 | 5,3 | 4,Ben |  her |  gün |  okula |  gidiyor | sun,2524 | 556 | 543 | 9735 | 6215 | 833,5,-7.836480617523193,-3.9182403087615967,14.771806716918945,7.385903358459473,-4.310201 | -3.526280,6.485590 | 8.286217,17 | 8,6215,gidiyor,17,4,1,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,2s,False,Ben,Ben her gün okula ,gidiyorum,gidiyorsun,Ben her gün okula gidiyorsun,B_suffix_split,2,gidiyor | sun,6215 | 833,4,5,4 | 5,3 | 4,Ben |  her |  gün |  okula |  gidiyor | sun,2524 | 556 | 543 | 9735 | 6215 | 833,6,-8.090192556381226,-4.045096278190613,15.68903636932373,7.844518184661865,-4.697983 | -3.392210,6.552582 | 9.136455,20 | 9,6215,gidiyor,20,5,2,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,2s,False,Ben,Ben her gün okula ,gidiyorum,gidiyorsun,Ben her gün okula gidiyorsun,B_suffix_split,2,gidiyor | sun,6215 | 833,4,5,4 | 5,3 | 4,Ben |  her |  gün |  okula |  gidiyor | sun,2524 | 556 | 543 | 9735 | 6215 | 833,7,-8.14765477180481,-4.073827385902405,17.201289653778076,8.600644826889038,-5.276684 | -2.870971,6.339639 | 10.861650,27 | 6,6215,gidiyor,27,5,2,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,2s,False,Ben,Ben her gün okula ,gidiyorum,gidiyorsun,Ben her gün okula gidiyorsun,B_suffix_split,2,gidiyor | sun,6215 | 833,4,5,4 | 5,3 | 4,Ben |  her |  gün |  okula |  gidiyor | sun,2524 | 556 | 543 | 9735 | 6215 | 833,8,-6.949085235595703,-3.4745426177978516,18.726550102233887,9.363275051116943,-4.395334 | -2.553751,7.418242 | 11.308309,13 | 6,6215,gidiyor,13,4,2,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,2s,False,Ben,Ben her gün okula ,gidiyorum,gidiyorsun,Ben her gün okula gidiyorsun,B_suffix_split,2,gidiyor | sun,6215 | 833,4,5,4 | 5,3 | 4,Ben |  her |  gün |  okula |  gidiyor | sun,2524 | 556 | 543 | 9735 | 6215 | 833,9,-6.323662519454956,-3.161831259727478,19.484667778015137,9.742333889007568,-3.264731 | -3.058931,8.929654 | 10.555014,6 | 5,6215,gidiyor,6,5,3,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,2s,False,Ben,Ben her gün okula ,gidiyorum,gidiyorsun,Ben her gün okula gidiyorsun,B_suffix_split,2,gidiyor | sun,6215 | 833,4,5,4 | 5,3 | 4,Ben |  her |  gün |  okula |  gidiyor | sun,2524 | 556 | 543 | 9735 | 6215 | 833,10,-6.127580642700195,-3.0637903213500977,15.649312019348145,7.824656009674072,-3.161033 | -2.966548,7.854110 | 7.795202,6 | 4,6215,gidiyor,6,4,2,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,2s,False,Ben,Ben her gün okula ,gidiyorum,gidiyorsun,Ben her gün okula gidiyorsun,B_suffix_split,2,gidiyor | sun,6215 | 833,4,5,4 | 5,3 | 4,Ben |  her |  gün |  okula |  gidiyor | sun,2524 | 556 | 543 | 9735 | 6215 | 833,11,-5.9146950244903564,-2.9573475122451782,17.14890956878662,8.57445478439331,-2.789995 | -3.124700,9.207920 | 7.940989,6 | 4,6215,gidiyor,6,4,3,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,3s,False,Ben,Ben her gün okula ,gidiyorum,gidiyor,Ben her gün okula gidiyor,A_merged,1,gidiyor,6215,4,4,4,3,Ben |  her |  gün |  okula |  gidiyor,2524 | 556 | 543 | 9735 | 6215,0,-560.3045654296875,-560.3045654296875,6.683119773864746,6.683119773864746,-560.304565,6.683120,42,6215,gidiyor,42,1,3,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,3s,False,Ben,Ben her gün okula ,gidiyorum,gidiyor,Ben her gün okula gidiyor,A_merged,1,gidiyor,6215,4,4,4,3,Ben |  her |  gün |  okula |  gidiyor,2524 | 556 | 543 | 9735 | 6215,1,-308.40179443359375,-308.40179443359375,6.32365608215332,6.32365608215332,-308.401794,6.323656,34,6215,gidiyor,34,1,3,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,3s,False,Ben,Ben her gün okula ,gidiyorum,gidiyor,Ben her gün okula gidiyor,A_merged,1,gidiyor,6215,4,4,4,3,Ben |  her |  gün |  okula |  gidiyor,2524 | 556 | 543 | 9735 | 6215,2,-28.930404663085938,-28.930404663085938,5.2935895919799805,5.2935895919799805,-28.930405,5.293590,60,6215,gidiyor,60,1,3,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,3s,False,Ben,Ben her gün okula ,gidiyorum,gidiyor,Ben her gün okula gidiyor,A_merged,1,gidiyor,6215,4,4,4,3,Ben |  her |  gün |  okula |  gidiyor,2524 | 556 | 543 | 9735 | 6215,3,-116.69510650634766,-116.69510650634766,5.539217472076416,5.539217472076416,-116.695107,5.539217,32,6215,gidiyor,32,1,3,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,3s,False,Ben,Ben her gün okula ,gidiyorum,gidiyor,Ben her gün okula gidiyor,A_merged,1,gidiyor,6215,4,4,4,3,Ben |  her |  gün |  okula |  gidiyor,2524 | 556 | 543 | 9735 | 6215,4,-69.55646514892578,-69.55646514892578,5.620642185211182,5.620642185211182,-69.556465,5.620642,30,6215,gidiyor,30,1,3,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,3s,False,Ben,Ben her gün okula ,gidiyorum,gidiyor,Ben her gün okula gidiyor,A_merged,1,gidiyor,6215,4,4,4,3,Ben |  her |  gün |  okula |  gidiyor,2524 | 556 | 543 | 9735 | 6215,5,-4.3102006912231445,-4.3102006912231445,6.485589981079102,6.485589981079102,-4.310201,6.485590,17,6215,gidiyor,17,1,3,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,3s,False,Ben,Ben her gün okula ,gidiyorum,gidiyor,Ben her gün okula gidiyor,A_merged,1,gidiyor,6215,4,4,4,3,Ben |  her |  gün |  okula |  gidiyor,2524 | 556 | 543 | 9735 | 6215,6,-4.697981834411621,-4.697981834411621,6.55258321762085,6.55258321762085,-4.697982,6.552583,20,6215,gidiyor,20,1,3,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,3s,False,Ben,Ben her gün okula ,gidiyorum,gidiyor,Ben her gün okula gidiyor,A_merged,1,gidiyor,6215,4,4,4,3,Ben |  her |  gün |  okula |  gidiyor,2524 | 556 | 543 | 9735 | 6215,7,-5.276681900024414,-5.276681900024414,6.339641571044922,6.339641571044922,-5.276682,6.339642,27,6215,gidiyor,27,1,3,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,3s,False,Ben,Ben her gün okula ,gidiyorum,gidiyor,Ben her gün okula gidiyor,A_merged,1,gidiyor,6215,4,4,4,3,Ben |  her |  gün |  okula |  gidiyor,2524 | 556 | 543 | 9735 | 6215,8,-4.395331382751465,-4.395331382751465,7.418244361877441,7.418244361877441,-4.395331,7.418244,13,6215,gidiyor,13,2,4,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,3s,False,Ben,Ben her gün okula ,gidiyorum,gidiyor,Ben her gün okula gidiyor,A_merged,1,gidiyor,6215,4,4,4,3,Ben |  her |  gün |  okula |  gidiyor,2524 | 556 | 543 | 9735 | 6215,9,-3.26473069190979,-3.26473069190979,8.929655075073242,8.929655075073242,-3.264731,8.929655,6,6215,gidiyor,6,2,4,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,3s,False,Ben,Ben her gün okula ,gidiyorum,gidiyor,Ben her gün okula gidiyor,A_merged,1,gidiyor,6215,4,4,4,3,Ben |  her |  gün |  okula |  gidiyor,2524 | 556 | 543 | 9735 | 6215,10,-3.161031484603882,-3.161031484603882,7.8541107177734375,7.8541107177734375,-3.161031,7.854111,6,6215,gidiyor,6,2,3,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,3s,False,Ben,Ben her gün okula ,gidiyorum,gidiyor,Ben her gün okula gidiyor,A_merged,1,gidiyor,6215,4,4,4,3,Ben |  her |  gün |  okula |  gidiyor,2524 | 556 | 543 | 9735 | 6215,11,-2.7899959087371826,-2.7899959087371826,9.20792007446289,9.20792007446289,-2.789996,9.207920,6,6215,gidiyor,6,2,2,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,1p,False,Ben,Ben her gün okula ,gidiyorum,gidiyoruz,Ben her gün okula gidiyoruz,A_merged,1,gidiyoruz,19015,4,4,4,3,Ben |  her |  gün |  okula |  gidiyoruz,2524 | 556 | 543 | 9735 | 19015,0,-563.702880859375,-563.702880859375,3.284778356552124,3.284778356552124,-563.702881,3.284778,542,19015,gidiyoruz,542,4,6,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,1p,False,Ben,Ben her gün okula ,gidiyorum,gidiyoruz,Ben her gün okula gidiyoruz,A_merged,1,gidiyoruz,19015,4,4,4,3,Ben |  her |  gün |  okula |  gidiyoruz,2524 | 556 | 543 | 9735 | 19015,1,-312.7458190917969,-312.7458190917969,1.9796465635299683,1.9796465635299683,-312.745819,1.979647,915,19015,gidiyoruz,915,6,6,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,1p,False,Ben,Ben her gün okula ,gidiyorum,gidiyoruz,Ben her gün okula gidiyoruz,A_merged,1,gidiyoruz,19015,4,4,4,3,Ben |  her |  gün |  okula |  gidiyoruz,2524 | 556 | 543 | 9735 | 19015,2,-32.5477409362793,-32.5477409362793,1.676253318786621,1.676253318786621,-32.547741,1.676253,710,19015,gidiyoruz,710,5,5,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,1p,False,Ben,Ben her gün okula ,gidiyorum,gidiyoruz,Ben her gün okula gidiyoruz,A_merged,1,gidiyoruz,19015,4,4,4,3,Ben |  her |  gün |  okula |  gidiyoruz,2524 | 556 | 543 | 9735 | 19015,3,-120.43460083007812,-120.43460083007812,1.7997208833694458,1.7997208833694458,-120.434601,1.799721,579,19015,gidiyoruz,579,5,5,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,1p,False,Ben,Ben her gün okula ,gidiyorum,gidiyoruz,Ben her gün okula gidiyoruz,A_merged,1,gidiyoruz,19015,4,4,4,3,Ben |  her |  gün |  okula |  gidiyoruz,2524 | 556 | 543 | 9735 | 19015,4,-72.79483032226562,-72.79483032226562,2.3822810649871826,2.3822810649871826,-72.794830,2.382281,396,19015,gidiyoruz,396,5,5,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,1p,False,Ben,Ben her gün okula ,gidiyorum,gidiyoruz,Ben her gün okula gidiyoruz,A_merged,1,gidiyoruz,19015,4,4,4,3,Ben |  her |  gün |  okula |  gidiyoruz,2524 | 556 | 543 | 9735 | 19015,5,-7.794830322265625,-7.794830322265625,3.000959873199463,3.000959873199463,-7.794830,3.000960,229,19015,gidiyoruz,229,3,5,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,1p,False,Ben,Ben her gün okula ,gidiyorum,gidiyoruz,Ben her gün okula gidiyoruz,A_merged,1,gidiyoruz,19015,4,4,4,3,Ben |  her |  gün |  okula |  gidiyoruz,2524 | 556 | 543 | 9735 | 19015,6,-7.8996901512146,-7.8996901512146,3.350874662399292,3.350874662399292,-7.899690,3.350875,221,19015,gidiyoruz,221,4,5,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,1p,False,Ben,Ben her gün okula ,gidiyorum,gidiyoruz,Ben her gün okula gidiyoruz,A_merged,1,gidiyoruz,19015,4,4,4,3,Ben |  her |  gün |  okula |  gidiyoruz,2524 | 556 | 543 | 9735 | 19015,7,-7.976203918457031,-7.976203918457031,3.6401193141937256,3.6401193141937256,-7.976204,3.640119,187,19015,gidiyoruz,187,4,5,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,1p,False,Ben,Ben her gün okula ,gidiyorum,gidiyoruz,Ben her gün okula gidiyoruz,A_merged,1,gidiyoruz,19015,4,4,4,3,Ben |  her |  gün |  okula |  gidiyoruz,2524 | 556 | 543 | 9735 | 19015,8,-7.506862640380859,-7.506862640380859,4.306713104248047,4.306713104248047,-7.506863,4.306713,107,19015,gidiyoruz,107,5,5,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,1p,False,Ben,Ben her gün okula ,gidiyorum,gidiyoruz,Ben her gün okula gidiyoruz,A_merged,1,gidiyoruz,19015,4,4,4,3,Ben |  her |  gün |  okula |  gidiyoruz,2524 | 556 | 543 | 9735 | 19015,9,-5.970502853393555,-5.970502853393555,6.223882675170898,6.223882675170898,-5.970503,6.223883,34,19015,gidiyoruz,34,4,5,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,1p,False,Ben,Ben her gün okula ,gidiyorum,gidiyoruz,Ben her gün okula gidiyoruz,A_merged,1,gidiyoruz,19015,4,4,4,3,Ben |  her |  gün |  okula |  gidiyoruz,2524 | 556 | 543 | 9735 | 19015,10,-5.211731910705566,-5.211731910705566,5.803410053253174,5.803410053253174,-5.211732,5.803410,26,19015,gidiyoruz,26,3,5,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,1p,False,Ben,Ben her gün okula ,gidiyorum,gidiyoruz,Ben her gün okula gidiyoruz,A_merged,1,gidiyoruz,19015,4,4,4,3,Ben |  her |  gün |  okula |  gidiyoruz,2524 | 556 | 543 | 9735 | 19015,11,-4.63181209564209,-4.63181209564209,7.366103649139404,7.366103649139404,-4.631812,7.366104,16,19015,gidiyoruz,16,3,5,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,2p,False,Ben,Ben her gün okula ,gidiyorum,gidiyorsunuz,Ben her gün okula gidiyorsunuz,B_suffix_split,2,gidiyor | sunuz,6215 | 1711,4,5,4 | 5,3 | 4,Ben |  her |  gün |  okula |  gidiyor | sunuz,2524 | 556 | 543 | 9735 | 6215 | 1711,0,-696.7939147949219,-348.39695739746094,17.538130283355713,8.769065141677856,-560.304688 | -136.489227,6.683121 | 10.855009,42 | 3,6215,gidiyor,42,5,1,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,2p,False,Ben,Ben her gün okula ,gidiyorum,gidiyorsunuz,Ben her gün okula gidiyorsunuz,B_suffix_split,2,gidiyor | sunuz,6215 | 1711,4,5,4 | 5,3 | 4,Ben |  her |  gün |  okula |  gidiyor | sunuz,2524 | 556 | 543 | 9735 | 6215 | 1711,1,-309.80781948566437,-154.90390974283218,18.031235694885254,9.015617847442627,-308.401855 | -1.405964,6.323655 | 11.707581,34 | 1,6215,gidiyor,34,2,1,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,2p,False,Ben,Ben her gün okula ,gidiyorum,gidiyorsunuz,Ben her gün okula gidiyorsunuz,B_suffix_split,2,gidiyor | sunuz,6215 | 1711,4,5,4 | 5,3 | 4,Ben |  her |  gün |  okula |  gidiyor | sunuz,2524 | 556 | 543 | 9735 | 6215 | 1711,2,-30.50084638595581,-15.250423192977905,16.06982707977295,8.034913539886475,-28.930412 | -1.570434,5.293591 | 10.776237,60 | 1,6215,gidiyor,60,2,1,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,2p,False,Ben,Ben her gün okula ,gidiyorum,gidiyorsunuz,Ben her gün okula gidiyorsunuz,B_suffix_split,2,gidiyor | sunuz,6215 | 1711,4,5,4 | 5,3 | 4,Ben |  her |  gün |  okula |  gidiyor | sunuz,2524 | 556 | 543 | 9735 | 6215 | 1711,3,-118.77188539505005,-59.385942697525024,15.272083759307861,7.636041879653931,-116.694901 | -2.076985,5.539217 | 9.732866,32 | 3,6215,gidiyor,32,3,1,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,2p,False,Ben,Ben her gün okula ,gidiyorum,gidiyorsunuz,Ben her gün okula gidiyorsunuz,B_suffix_split,2,gidiyor | sunuz,6215 | 1711,4,5,4 | 5,3 | 4,Ben |  her |  gün |  okula |  gidiyor | sunuz,2524 | 556 | 543 | 9735 | 6215 | 1711,4,-71.94998240470886,-35.97499120235443,15.210556507110596,7.605278253555298,-69.556374 | -2.393609,5.620642 | 9.589914,30 | 4,6215,gidiyor,30,3,1,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,2p,False,Ben,Ben her gün okula ,gidiyorum,gidiyorsunuz,Ben her gün okula gidiyorsunuz,B_suffix_split,2,gidiyor | sunuz,6215 | 1711,4,5,4 | 5,3 | 4,Ben |  her |  gün |  okula |  gidiyor | sunuz,2524 | 556 | 543 | 9735 | 6215 | 1711,5,-7.991151332855225,-3.9955756664276123,14.617136001586914,7.308568000793457,-4.310201 | -3.680951,6.485590 | 8.131546,17 | 9,6215,gidiyor,17,5,2,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,2p,False,Ben,Ben her gün okula ,gidiyorum,gidiyorsunuz,Ben her gün okula gidiyorsunuz,B_suffix_split,2,gidiyor | sunuz,6215 | 1711,4,5,4 | 5,3 | 4,Ben |  her |  gün |  okula |  gidiyor | sunuz,2524 | 556 | 543 | 9735 | 6215 | 1711,6,-7.408186674118042,-3.704093337059021,16.371042251586914,8.185521125793457,-4.697983 | -2.710204,6.552582 | 9.818460,20 | 6,6215,gidiyor,20,3,1,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,2p,False,Ben,Ben her gün okula ,gidiyorum,gidiyorsunuz,Ben her gün okula gidiyorsunuz,B_suffix_split,2,gidiyor | sunuz,6215 | 1711,4,5,4 | 5,3 | 4,Ben |  her |  gün |  okula |  gidiyor | sunuz,2524 | 556 | 543 | 9735 | 6215 | 1711,7,-6.855226755142212,-3.427613377571106,18.493717670440674,9.246858835220337,-5.276684 | -1.578543,6.339639 | 12.154078,27 | 1,6215,gidiyor,27,3,1,original_overt_vs_ambiguous
pilot_gitmek_simdiki_1s,overt,1s,2p,False,Ben,Ben her gün okula ,gidiyorum,gidiyorsunuz,Ben her gün okula gidiyorsunuz,B_suffix_split,2,gidiyor | sunuz,6215 | 1711,4,5,4 | 5,3 | 4,Ben |  her |  gün |  okula |  gidiyor | sunuz,2524 | 556 | 543 | 9735 | 6215 | 1711,8,-6.0064603090286255,-3.0032301545143127,19.669175148010254,9.834587574005127,-4.395334 | -1.611127,7.418242 | 12.250934,13 | 1,6215,gidiyor,13,3,1,original_overt_vs_ambiguous
